,Library,Plate,Well,Rate,Type,Column,Row
530,lib2,P1,E03,0.268551865,Variant,3,E
531,lib2,P1,E04,0.01311185,Variant,4,E
532,lib2,P1,E05,0.006239584,Variant,5,E
533,lib2,P1,E06,0.024179005,Variant,6,E
534,lib2,P1,E07,0.017288295,Variant,7,E
535,lib2,P1,E08,0.129169935,Variant,8,E
536,lib2,P1,E09,0.133276374,Variant,9,E
537,lib2,P1,E10,-0.021049752,Sterile,10,E
538,lib2,P1,E11,0.423152163,Variant,11,E
539,lib2,P1,E12,0.012643436,Variant,12,E
540,lib2,P1,F01,0.053948325,Variant,1,F
541,lib2,P1,F02,0.084533447,Variant,2,F
542,lib2,P1,F03,-0.000448621,Variant,3,F
543,lib2,P1,F04,0.005550129,Variant,4,F
544,lib2,P1,F05,0.130777084,Variant,5,F
545,lib2,P1,F06,0.642995514,Variant,6,F
546,lib2,P1,F07,-0.02582574,Variant,7,F
547,lib2,P1,F08,0.289371974,Variant,8,F
548,lib2,P1,F09,-0.004884064,Variant,9,F
549,lib2,P1,F10,-0.020919115,Sterile,10,F
550,lib2,P1,F11,0.459153776,Variant,11,F
551,lib2,P1,F12,0.413289084,Variant,12,F
552,lib2,P1,G01,-0.008335283,Variant,1,G
553,lib2,P1,G02,0.271283179,Variant,2,G
554,lib2,P1,G03,0.131194178,Variant,3,G
555,lib2,P1,G04,0.064925386,Variant,4,G
556,lib2,P1,G05,0.258002915,Variant,5,G
557,lib2,P1,G06,0.132621874,Variant,6,G
558,lib2,P1,G07,0.00680719,Variant,7,G
559,lib2,P1,G08,0.161890443,Variant,8,G
560,lib2,P1,G09,0.00094286,Variant,9,G
561,lib2,P1,G10,-0.00554261,Negative,10,G
562,lib2,P1,G11,0.165558656,Variant,11,G
563,lib2,P1,G12,0.031187957,Variant,12,G
564,lib2,P1,H01,0.486724781,Variant,1,H
565,lib2,P1,H02,0.105751588,Variant,2,H
566,lib2,P1,H03,0.258337272,Variant,3,H
567,lib2,P1,H04,0.23257977,Variant,4,H
568,lib2,P1,H05,0.016677383,Variant,5,H
569,lib2,P1,H06,0.619688983,Variant,6,H
570,lib2,P1,H07,0.522960904,Variant,7,H
571,lib2,P1,H08,0.032433728,Variant,8,H
572,lib2,P1,H09,-0.00485882,Variant,9,H
573,lib2,P1,H10,-0.004139332,Negative,10,H
574,lib2,P1,H11,0.008513158,Variant,11,H
575,lib2,P1,H12,-0.010491709,Variant,12,H
576,lib2,P2,A01,0.206282968,Variant,1,A
577,lib2,P2,A02,0.4301527,Variant,2,A
578,lib2,P2,A03,0.394446985,Variant,3,A
579,lib2,P2,A04,-0.00024514,Variant,4,A
580,lib2,P2,A05,0.075567569,Variant,5,A
581,lib2,P2,A06,0.526042155,Variant,6,A
582,lib2,P2,A07,0.039320092,Variant,7,A
583,lib2,P2,A08,-0.003399884,Variant,8,A
584,lib2,P2,A09,0.040319869,Variant,9,A
585,lib2,P2,A10,0.228350443,Parent,10,A
586,lib2,P2,A11,0.136217591,Variant,11,A
587,lib2,P2,A12,-0.002649404,Variant,12,A
588,lib2,P2,B01,-0.005427262,Variant,1,B
589,lib2,P2,B02,0.057747121,Variant,2,B
590,lib2,P2,B03,0.631055676,Variant,3,B
591,lib2,P2,B04,0.487057921,Variant,4,B
592,lib2,P2,B05,0.100035364,Variant,5,B
593,lib2,P2,B06,0.174842313,Variant,6,B
594,lib2,P2,B07,0.002147027,Variant,7,B
595,lib2,P2,B08,-0.002505957,Variant,8,B
596,lib2,P2,B09,0.421324969,Variant,9,B
597,lib2,P2,B10,0.195259294,Parent,10,B
598,lib2,P2,B11,0.063700608,Variant,11,B
599,lib2,P2,B12,0.07222103,Variant,12,B
600,lib2,P2,C01,-0.038815857,Variant,1,C
601,lib2,P2,C02,0.20863028,Variant,2,C
602,lib2,P2,C03,-0.008916297,Variant,3,C
603,lib2,P2,C04,0.549338187,Variant,4,C
604,lib2,P2,C05,0.186170239,Variant,5,C
605,lib2,P2,C06,0.127749699,Variant,6,C
606,lib2,P2,C07,0.515258693,Variant,7,C
607,lib2,P2,C08,0.011128687,Variant,8,C
608,lib2,P2,C09,0.018206267,Variant,9,C
609,lib2,P2,C10,0.203130517,Parent,10,C
610,lib2,P2,C11,0.001375462,Variant,11,C
611,lib2,P2,C12,0.162428101,Variant,12,C
612,lib2,P2,D01,0.12485182,Variant,1,D
613,lib2,P2,D02,0.295565482,Variant,2,D
614,lib2,P2,D03,0.011859411,Variant,3,D
615,lib2,P2,D04,0.413813614,Variant,4,D
616,lib2,P2,D05,0.112920076,Variant,5,D
617,lib2,P2,D06,0.195804894,Variant,6,D
618,lib2,P2,D07,0.22103607,Variant,7,D
619,lib2,P2,D08,0.136782328,Variant,8,D
620,lib2,P2,D09,0.000707989,Variant,9,D
621,lib2,P2,D10,0.205029046,Parent,10,D
622,lib2,P2,D11,0.23212556,Variant,11,D
623,lib2,P2,D12,-0.011322404,Variant,12,D
624,lib2,P2,E01,-0.014550737,Variant,1,E
625,lib2,P2,E02,0.00180284,Variant,2,E
626,lib2,P2,E03,-0.00036783,Variant,3,E
627,lib2,P2,E04,0.097523184,Variant,4,E
628,lib2,P2,E05,0.404995851,Variant,5,E
629,lib2,P2,E06,0.18204296,Variant,6,E
630,lib2,P2,E07,0.275449801,Variant,7,E
631,lib2,P2,E08,0.396410157,Variant,8,E
632,lib2,P2,E09,0.102754788,Variant,9,E
633,lib2,P2,E10,-0.011328448,Sterile,10,E
634,lib2,P2,E11,0.197054133,Variant,11,E
635,lib2,P2,E12,0.339075418,Variant,12,E
636,lib2,P2,F01,-0.01966233,Variant,1,F
637,lib2,P2,F02,0.144506533,Variant,2,F
638,lib2,P2,F03,0.04468583,Variant,3,F
639,lib2,P2,F04,0.464438895,Variant,4,F
640,lib2,P2,F05,-0.006607033,Variant,5,F
641,lib2,P2,F06,0.50967829,Variant,6,F
642,lib2,P2,F07,0.206130491,Variant,7,F
643,lib2,P2,F08,0.000385529,Variant,8,F
644,lib2,P2,F09,-0.012863367,Variant,9,F
645,lib2,P2,F10,-0.020627616,Sterile,10,F
646,lib2,P2,F11,0.430579531,Variant,11,F
647,lib2,P2,F12,0.436225959,Variant,12,F
648,lib2,P2,G01,0.031544715,Variant,1,G
649,lib2,P2,G02,0.016880911,Variant,2,G
650,lib2,P2,G03,0.290419499,Variant,3,G
651,lib2,P2,G04,0.340624379,Variant,4,G
652,lib2,P2,G05,0.039680092,Variant,5,G
653,lib2,P2,G06,0.281133046,Variant,6,G
654,lib2,P2,G07,0.217102197,Variant,7,G
655,lib2,P2,G08,0.00196264,Variant,8,G
656,lib2,P2,G09,0.425352954,Variant,9,G
657,lib2,P2,G10,-0.011721535,Negative,10,G
658,lib2,P2,G11,0.008841725,Variant,11,G
659,lib2,P2,G12,-0.0099551,Variant,12,G
660,lib2,P2,H01,0.237762434,Variant,1,H
661,lib2,P2,H02,0.164610629,Variant,2,H
662,lib2,P2,H03,-0.000502223,Variant,3,H
663,lib2,P2,H04,0.003644838,Variant,4,H
664,lib2,P2,H05,0.008899477,Variant,5,H
665,lib2,P2,H06,0.310663314,Variant,6,H
666,lib2,P2,H07,0.246370881,Variant,7,H
667,lib2,P2,H08,0.109241584,Variant,8,H
668,lib2,P2,H09,-0.014110865,Variant,9,H
669,lib2,P2,H10,-0.03095912,Negative,10,H
670,lib2,P2,H11,0.424420111,Variant,11,H
671,lib2,P2,H12,0.003633329,Variant,12,H
672,lib2,P4,A01,0.374004297,Variant,1,A
673,lib2,P4,A02,0.056977404,Variant,2,A
674,lib2,P4,A03,0.168734529,Variant,3,A
675,lib2,P4,A04,0.071511431,Variant,4,A
676,lib2,P4,A05,0.3785246,Variant,5,A
677,lib2,P4,A06,0.219579905,Variant,6,A
678,lib2,P4,A07,0.307989591,Variant,7,A
679,lib2,P4,A08,0.274562814,Variant,8,A
680,lib2,P4,A09,0.108150192,Variant,9,A
681,lib2,P4,A10,0.251644238,Parent,10,A
682,lib2,P4,A11,-5.55E-05,Variant,11,A
683,lib2,P4,A12,0.381572702,Variant,12,A
684,lib2,P4,B01,0.135545392,Variant,1,B
685,lib2,P4,B02,0.39720187,Variant,2,B
686,lib2,P4,B03,0.01762685,Variant,3,B
687,lib2,P4,B04,0.053964403,Variant,4,B
688,lib2,P4,B05,0.132642609,Variant,5,B
689,lib2,P4,B06,0.029541613,Variant,6,B
690,lib2,P4,B07,0.344474814,Variant,7,B
691,lib2,P4,B08,0.013002726,Variant,8,B
692,lib2,P4,B09,0.414055905,Variant,9,B
693,lib2,P4,B10,0.243932473,Parent,10,B
694,lib2,P4,B11,0.260088904,Variant,11,B
695,lib2,P4,B12,-0.014514184,Variant,12,B
696,lib2,P4,C01,0.458452934,Variant,1,C
697,lib2,P4,C02,0.326348185,Variant,2,C
698,lib2,P4,C03,0.009663618,Variant,3,C
699,lib2,P4,C04,0.066687135,Variant,4,C
700,lib2,P4,C05,0.08564999,Variant,5,C
701,lib2,P4,C06,0.128698453,Variant,6,C
702,lib2,P4,C07,-0.003835676,Variant,7,C
703,lib2,P4,C08,-0.001069529,Variant,8,C
704,lib2,P4,C09,0.026236166,Variant,9,C
705,lib2,P4,C10,0.260502929,Parent,10,C
706,lib2,P4,C11,0.273886648,Variant,11,C
707,lib2,P4,C12,0.271553011,Variant,12,C
708,lib2,P4,D01,0.001316025,Variant,1,D
709,lib2,P4,D02,0.02240142,Variant,2,D
710,lib2,P4,D03,0.330838806,Variant,3,D
711,lib2,P4,D04,0.164511374,Variant,4,D
712,lib2,P4,D05,0.517014282,Variant,5,D
713,lib2,P4,D06,0.053647655,Variant,6,D
714,lib2,P4,D07,-7.96E-05,Variant,7,D
715,lib2,P4,D08,-0.002057536,Variant,8,D
716,lib2,P4,D09,0.022782768,Variant,9,D
717,lib2,P4,D10,0.259641945,Parent,10,D
718,lib2,P4,D11,0.354428253,Variant,11,D
719,lib2,P4,D12,-0.019962566,Variant,12,D
720,lib2,P4,E01,0.010795647,Variant,1,E
721,lib2,P4,E02,0.293107585,Variant,2,E
722,lib2,P4,E03,-0.007816076,Variant,3,E
723,lib2,P4,E04,0.324924548,Variant,4,E
724,lib2,P4,E05,-0.001340838,Variant,5,E
725,lib2,P4,E06,0.000408173,Variant,6,E
726,lib2,P4,E07,0.510236473,Variant,7,E
727,lib2,P4,E08,0.101444366,Variant,8,E
728,lib2,P4,E09,0.345222042,Variant,9,E
729,lib2,P4,E10,-0.011589959,Sterile,10,E
730,lib2,P4,E11,0.422372322,Variant,11,E
731,lib2,P4,E12,0.280884767,Variant,12,E
732,lib2,P4,F01,0.018220943,Variant,1,F
733,lib2,P4,F02,0.191235044,Variant,2,F
734,lib2,P4,F03,0.033231879,Variant,3,F
735,lib2,P4,F04,-0.007220104,Variant,4,F
736,lib2,P4,F05,0.300815806,Variant,5,F
737,lib2,P4,F06,0.120991115,Variant,6,F
738,lib2,P4,F07,0.011795304,Variant,7,F
739,lib2,P4,F08,-0.003341297,Variant,8,F
740,lib2,P4,F09,0.001331845,Variant,9,F
741,lib2,P4,F10,-0.010165171,Sterile,10,F
742,lib2,P4,F11,0.166106082,Variant,11,F
743,lib2,P4,F12,-0.011081218,Variant,12,F
744,lib2,P4,G01,0.022713046,Variant,1,G
745,lib2,P4,G02,0.319142286,Variant,2,G
746,lib2,P4,G03,-0.009986982,Variant,3,G
747,lib2,P4,G04,-0.004806385,Variant,4,G
748,lib2,P4,G05,0.002575586,Variant,5,G
749,lib2,P4,G06,0.016132306,Variant,6,G
750,lib2,P4,G07,0.718462878,Variant,7,G
751,lib2,P4,G08,0.305099878,Variant,8,G
752,lib2,P4,G09,0.323838941,Variant,9,G
753,lib2,P4,G10,-0.012337198,Negative,10,G
754,lib2,P4,G11,-0.013693364,Variant,11,G
755,lib2,P4,G12,-0.026902269,Variant,12,G
756,lib2,P4,H01,0.212923699,Variant,1,H
757,lib2,P4,H02,0.086861314,Variant,2,H
758,lib2,P4,H03,0.275224909,Variant,3,H
759,lib2,P4,H04,0.597187825,Variant,4,H
760,lib2,P4,H05,0.598447693,Variant,5,H
761,lib2,P4,H06,0.560767366,Variant,6,H
762,lib2,P4,H07,0.117915561,Variant,7,H
763,lib2,P4,H08,0.00733839,Variant,8,H
764,lib2,P4,H09,0.512633051,Variant,9,H
765,lib2,P4,H10,-0.028562184,Negative,10,H
766,lib2,P4,H11,0.272272214,Variant,11,H
767,lib2,P4,H12,0.025887167,Variant,12,H
768,lib2,P5,A01,0.16117925,Variant,1,A
769,lib2,P5,A02,0.025233325,Variant,2,A
770,lib2,P5,A03,0.644565557,Variant,3,A
771,lib2,P5,A04,0.002783938,Variant,4,A
772,lib2,P5,A05,6.09E-05,Variant,5,A
773,lib2,P5,A06,-0.004298841,Variant,6,A
774,lib2,P5,A07,0.378529912,Variant,7,A
775,lib2,P5,A08,0.111062527,Variant,8,A
776,lib2,P5,A09,0.008749666,Variant,9,A
777,lib2,P5,A10,0.26219419,Parent,10,A
778,lib2,P5,A11,0.042735963,Variant,11,A
779,lib2,P5,A12,0.426044231,Variant,12,A
780,lib2,P5,B01,0.059722057,Variant,1,B
781,lib2,P5,B02,0.072688664,Variant,2,B
782,lib2,P5,B03,0.008478052,Variant,3,B
783,lib2,P5,B04,0.004086934,Variant,4,B
784,lib2,P5,B05,0.000817793,Variant,5,B
785,lib2,P5,B06,0.026809553,Variant,6,B
786,lib2,P5,B07,0.022525658,Variant,7,B
787,lib2,P5,B08,0.177250374,Variant,8,B
788,lib2,P5,B09,0.19063612,Variant,9,B
789,lib2,P5,B10,0.231421039,Parent,10,B
790,lib2,P5,B11,0.014186813,Variant,11,B
791,lib2,P5,B12,0.481702752,Variant,12,B
792,lib2,P5,C01,0.610052046,Variant,1,C
793,lib2,P5,C02,0.086212773,Variant,2,C
794,lib2,P5,C03,0.516413356,Variant,3,C
795,lib2,P5,C04,0.011808471,Variant,4,C
796,lib2,P5,C05,0.063957258,Variant,5,C
797,lib2,P5,C06,0.004868276,Variant,6,C
798,lib2,P5,C07,0.112873301,Variant,7,C
799,lib2,P5,C08,0.085411922,Variant,8,C
800,lib2,P5,C09,0.45981108,Variant,9,C
801,lib2,P5,C10,0.243530844,Parent,10,C
802,lib2,P5,C11,0.315537008,Variant,11,C
803,lib2,P5,C12,0.060940592,Variant,12,C
804,lib2,P5,D01,0.320028348,Variant,1,D
805,lib2,P5,D02,0.238992248,Variant,2,D
806,lib2,P5,D03,0.176089071,Variant,3,D
807,lib2,P5,D04,0.404058836,Variant,4,D
808,lib2,P5,D05,0.223025957,Variant,5,D
809,lib2,P5,D06,0.010979982,Variant,6,D
810,lib2,P5,D07,0.002783978,Variant,7,D
811,lib2,P5,D08,0.186106711,Variant,8,D
812,lib2,P5,D09,0.26231151,Variant,9,D
813,lib2,P5,D10,0.247967856,Parent,10,D
814,lib2,P5,D11,-0.001503175,Variant,11,D
815,lib2,P5,D12,0.504511392,Variant,12,D
816,lib2,P5,E01,0.10771518,Variant,1,E
817,lib2,P5,E02,0.243350978,Variant,2,E
818,lib2,P5,E03,0.080964396,Variant,3,E
819,lib2,P5,E04,0.467988252,Variant,4,E
820,lib2,P5,E05,0.093860929,Variant,5,E
821,lib2,P5,E06,0.005128463,Variant,6,E
822,lib2,P5,E07,0.002811446,Variant,7,E
823,lib2,P5,E08,0.120501431,Variant,8,E
824,lib2,P5,E09,0.418056463,Variant,9,E
825,lib2,P5,E10,-0.006071083,Sterile,10,E
826,lib2,P5,E11,0.477316831,Variant,11,E
827,lib2,P5,E12,-0.015793196,Variant,12,E
828,lib2,P5,F01,0.378246543,Variant,1,F
829,lib2,P5,F02,0.202835424,Variant,2,F
830,lib2,P5,F03,0.195012897,Variant,3,F
831,lib2,P5,F04,0.254540971,Variant,4,F
832,lib2,P5,F05,0.293999088,Variant,5,F
833,lib2,P5,F06,0.370261139,Variant,6,F
834,lib2,P5,F07,-0.031914986,Variant,7,F
835,lib2,P5,F08,-0.005118488,Variant,8,F
836,lib2,P5,F09,0.039692226,Variant,9,F
837,lib2,P5,F10,-0.016055542,Sterile,10,F
838,lib2,P5,F11,0.305510433,Variant,11,F
839,lib2,P5,F12,-0.014973656,Variant,12,F
840,lib2,P5,G01,0.012956126,Variant,1,G
841,lib2,P5,G02,0.034626363,Variant,2,G
842,lib2,P5,G03,0.564029758,Variant,3,G
843,lib2,P5,G04,0.138070643,Variant,4,G
844,lib2,P5,G05,-0.010262843,Variant,5,G
845,lib2,P5,G06,0.167710642,Variant,6,G
846,lib2,P5,G07,-0.001627088,Variant,7,G
847,lib2,P5,G08,0.018708411,Variant,8,G
848,lib2,P5,G09,0.03779312,Variant,9,G
849,lib2,P5,G10,-0.010216577,Negative,10,G
850,lib2,P5,G11,0.013162032,Variant,11,G
851,lib2,P5,G12,-0.02178392,Variant,12,G
852,lib2,P5,H01,0.142760008,Variant,1,H
853,lib2,P5,H02,0.514741512,Variant,2,H
854,lib2,P5,H03,0.252771082,Variant,3,H
855,lib2,P5,H04,0.210039779,Variant,4,H
856,lib2,P5,H05,0.001900777,Variant,5,H
857,lib2,P5,H06,0.23021491,Variant,6,H
858,lib2,P5,H07,0.007181672,Variant,7,H
859,lib2,P5,H08,0.001325757,Variant,8,H
860,lib2,P5,H09,0.043531233,Variant,9,H
861,lib2,P5,H10,-0.012414781,Negative,10,H
862,lib2,P5,H11,-0.00614065,Variant,11,H
863,lib2,P5,H12,0.005857904,Variant,12,H
864,lib2,P3,A01,0.025304212,Variant,1,A
865,lib2,P3,A02,0.019805858,Variant,2,A
866,lib2,P3,A03,0.29395876,Variant,3,A
867,lib2,P3,A04,-0.005047907,Variant,4,A
868,lib2,P3,A05,0.298161512,Variant,5,A
869,lib2,P3,A06,0.218980466,Variant,6,A
870,lib2,P3,A07,-0.000425631,Variant,7,A
871,lib2,P3,A08,0.055999893,Variant,8,A
872,lib2,P3,A09,0.038106651,Variant,9,A
873,lib2,P3,A10,0.160356266,Parent,10,A
874,lib2,P3,A11,0.070450378,Variant,11,A
875,lib2,P3,A12,0.087008548,Variant,12,A
876,lib2,P3,B01,0.223421095,Variant,1,B
877,lib2,P3,B02,0.023127052,Variant,2,B
878,lib2,P3,B03,0.253834746,Variant,3,B
879,lib2,P3,B04,0.399769947,Variant,4,B
880,lib2,P3,B05,0.258324476,Variant,5,B
881,lib2,P3,B06,-0.005269984,Variant,6,B
882,lib2,P3,B07,0.254289013,Variant,7,B
883,lib2,P3,B08,0.303035673,Variant,8,B
884,lib2,P3,B09,0.256226771,Variant,9,B
885,lib2,P3,B10,0.165834773,Parent,10,B
886,lib2,P3,B11,0.399956034,Variant,11,B
887,lib2,P3,B12,0.047142523,Variant,12,B
888,lib2,P3,C01,-0.021352908,Variant,1,C
889,lib2,P3,C02,-0.00783397,Variant,2,C
890,lib2,P3,C03,0.128923993,Variant,3,C
891,lib2,P3,C04,0.010905144,Variant,4,C
892,lib2,P3,C05,0.011037949,Variant,5,C
893,lib2,P3,C06,0.231051789,Variant,6,C
894,lib2,P3,C07,0.299498071,Variant,7,C
895,lib2,P3,C08,0.179837963,Variant,8,C
896,lib2,P3,C09,0.231020086,Variant,9,C
897,lib2,P3,C10,0.166005492,Parent,10,C
898,lib2,P3,C11,0.004340942,Variant,11,C
899,lib2,P3,C12,0.549818881,Variant,12,C
900,lib2,P3,D01,0.286091012,Variant,1,D
901,lib2,P3,D02,0.008057374,Variant,2,D
902,lib2,P3,D03,0.004449405,Variant,3,D
903,lib2,P3,D04,0.021151866,Variant,4,D
904,lib2,P3,D05,0.324007059,Variant,5,D
905,lib2,P3,D06,0.000439572,Variant,6,D
906,lib2,P3,D07,0.02153074,Variant,7,D
907,lib2,P3,D08,0.020800864,Variant,8,D
908,lib2,P3,D09,-0.006783628,Variant,9,D
909,lib2,P3,D10,0.142085242,Parent,10,D
910,lib2,P3,D11,0.098588438,Variant,11,D
911,lib2,P3,D12,0.010545424,Variant,12,D
912,lib2,P3,E01,0.332547452,Variant,1,E
913,lib2,P3,E02,0.461906058,Variant,2,E
914,lib2,P3,E03,0.008535283,Variant,3,E
915,lib2,P3,E04,0.012624036,Variant,4,E
916,lib2,P3,E05,0.229503061,Variant,5,E
917,lib2,P3,E06,0.000556112,Variant,6,E
918,lib2,P3,E07,0.193132869,Variant,7,E
919,lib2,P3,E08,0.072788773,Variant,8,E
920,lib2,P3,E09,-0.011141781,Variant,9,E
921,lib2,P3,E10,-0.022354515,Sterile,10,E
922,lib2,P3,E11,0.007490487,Variant,11,E
923,lib2,P3,E12,0.1718845,Variant,12,E
924,lib2,P3,F01,0.035011509,Variant,1,F
925,lib2,P3,F02,0.318533758,Variant,2,F
926,lib2,P3,F03,0.084069377,Variant,3,F
927,lib2,P3,F04,0.153763508,Variant,4,F
928,lib2,P3,F05,0.019214861,Variant,5,F
929,lib2,P3,F06,0.210743773,Variant,6,F
930,lib2,P3,F07,0.072297311,Variant,7,F
931,lib2,P3,F08,0.117340993,Variant,8,F
932,lib2,P3,F09,-0.000294769,Variant,9,F
933,lib2,P3,F10,-0.020771432,Sterile,10,F
934,lib2,P3,F11,0.088248396,Variant,11,F
935,lib2,P3,F12,0.14367037,Variant,12,F
936,lib2,P3,G01,-0.031024091,Variant,1,G
937,lib2,P3,G02,0.014246909,Variant,2,G
938,lib2,P3,G03,-0.00743747,Variant,3,G
939,lib2,P3,G04,0.244804161,Variant,4,G
940,lib2,P3,G05,0.166758886,Variant,5,G
941,lib2,P3,G06,0.014986103,Variant,6,G
942,lib2,P3,G07,0.032733147,Variant,7,G
943,lib2,P3,G08,0.256956481,Variant,8,G
944,lib2,P3,G09,0.374034727,Variant,9,G
945,lib2,P3,G10,-0.001404548,Negative,10,G
946,lib2,P3,G11,0.054015104,Variant,11,G
947,lib2,P3,G12,0.002234392,Variant,12,G
948,lib2,P3,H01,0.069307678,Variant,1,H
949,lib2,P3,H02,0.376117367,Variant,2,H
950,lib2,P3,H03,-0.003021554,Variant,3,H
951,lib2,P3,H04,0.0103445,Variant,4,H
952,lib2,P3,H05,0.319430498,Variant,5,H
953,lib2,P3,H06,0.343929419,Variant,6,H
954,lib2,P3,H07,0.182353568,Variant,7,H
955,lib2,P3,H08,0.077482424,Variant,8,H
956,lib2,P3,H09,-0.004817537,Variant,9,H
957,lib2,P3,H10,-0.026488532,Negative,10,H
958,lib2,P3,H11,0.217635876,Variant,11,H
959,lib2,P3,H12,0.284838768,Variant,12,H
960,lib1,P1,A01,0.022352324,Variant,1,A
961,lib1,P1,A02,0.006342706,Variant,2,A
962,lib1,P1,A03,-0.010375595,Variant,3,A
963,lib1,P1,A04,-0.005812589,Variant,4,A
964,lib1,P1,A05,-0.014340332,Variant,5,A
965,lib1,P1,A06,-0.009209906,Variant,6,A
966,lib1,P1,A07,0.221523971,Variant,7,A
967,lib1,P1,A08,0.006798486,Variant,8,A
968,lib1,P1,A09,-0.014638163,Variant,9,A
969,lib1,P1,A10,0.188057184,Parent,10,A
970,lib1,P1,A11,0.000216454,Variant,11,A
971,lib1,P1,A12,0.004026636,Variant,12,A
972,lib1,P1,B01,-0.002728949,Variant,1,B
973,lib1,P1,B02,0.012393071,Variant,2,B
974,lib1,P1,B03,0.013767314,Variant,3,B
975,lib1,P1,B04,0.005347567,Variant,4,B
976,lib1,P1,B05,-0.010498993,Variant,5,B
977,lib1,P1,B06,0.006505294,Variant,6,B
978,lib1,P1,B07,0.008497184,Variant,7,B
979,lib1,P1,B08,0.007119741,Variant,8,B
980,lib1,P1,B09,-0.000851436,Variant,9,B
981,lib1,P1,B10,0.185429762,Parent,10,B
982,lib1,P1,B11,-0.01034368,Variant,11,B
983,lib1,P1,B12,-0.002156384,Variant,12,B
984,lib1,P1,C01,-0.043770907,Variant,1,C
985,lib1,P1,C02,0.012747415,Variant,2,C
986,lib1,P1,C03,-0.01280118,Variant,3,C
987,lib1,P1,C04,-0.013839889,Variant,4,C
988,lib1,P1,C05,0.000837567,Variant,5,C
989,lib1,P1,C06,0.013127578,Variant,6,C
990,lib1,P1,C07,0.077063287,Variant,7,C
991,lib1,P1,C08,0.026683869,Variant,8,C
992,lib1,P1,C09,-0.011357695,Variant,9,C
993,lib1,P1,C10,0.15579684,Parent,10,C
994,lib1,P1,C11,0.103857315,Variant,11,C
995,lib1,P1,C12,0.028553361,Variant,12,C
996,lib1,P1,D01,0.00150243,Variant,1,D
997,lib1,P1,D02,-0.002682055,Variant,2,D
998,lib1,P1,D03,0.009869373,Variant,3,D
999,lib1,P1,D04,0.008111665,Variant,4,D
1000,lib1,P1,D05,0.017863602,Variant,5,D
1001,lib1,P1,D06,0.013146255,Variant,6,D
1002,lib1,P1,D07,0.014446649,Variant,7,D
1003,lib1,P1,D08,-0.004476316,Variant,8,D
1004,lib1,P1,D09,0.054941513,Variant,9,D
1005,lib1,P1,D10,0.158979407,Parent,10,D
1006,lib1,P1,D11,0.000662704,Variant,11,D
1007,lib1,P1,D12,-0.00859214,Variant,12,D
1008,lib1,P1,E01,-0.026870616,Variant,1,E
1009,lib1,P1,E02,-0.041846097,Variant,2,E
1010,lib1,P1,E03,-0.010465196,Variant,3,E
1011,lib1,P1,E04,0.010689045,Variant,4,E
1012,lib1,P1,E05,-0.000683263,Variant,5,E
1013,lib1,P1,E06,-0.003851477,Variant,6,E
1014,lib1,P1,E07,0.006731266,Variant,7,E
1015,lib1,P1,E08,0.068981985,Variant,8,E
1016,lib1,P1,E09,0.01501407,Variant,9,E
1017,lib1,P1,E10,-0.019880615,Sterile,10,E
1018,lib1,P1,E11,-0.00172564,Variant,11,E
1019,lib1,P1,E12,0.008117369,Variant,12,E
1020,lib1,P1,F01,-0.02225732,Variant,1,F
1021,lib1,P1,F02,0.071818672,Variant,2,F
1022,lib1,P1,F03,0.008307502,Variant,3,F
1023,lib1,P1,F04,-0.004010741,Variant,4,F
1024,lib1,P1,F05,-0.014177966,Variant,5,F
1025,lib1,P1,F06,0.18232152,Variant,6,F
1026,lib1,P1,F07,-0.009065953,Variant,7,F
1027,lib1,P1,F08,0.152649388,Variant,8,F
1028,lib1,P1,F09,0.010172365,Variant,9,F
1029,lib1,P1,F10,-0.01316175,Sterile,10,F
1030,lib1,P1,F11,-0.006318041,Variant,11,F
1031,lib1,P1,F12,-0.013469364,Variant,12,F
1032,lib1,P1,G01,0.036400796,Variant,1,G
1033,lib1,P1,G02,-0.010566559,Variant,2,G
1034,lib1,P1,G03,0.022507062,Variant,3,G
1035,lib1,P1,G04,0.13978589,Variant,4,G
1036,lib1,P1,G05,-0.002965072,Variant,5,G
1037,lib1,P1,G06,0.005411793,Variant,6,G
1038,lib1,P1,G07,0.00971284,Variant,7,G
1039,lib1,P1,G08,0.017059721,Variant,8,G
1040,lib1,P1,G09,-0.018226314,Variant,9,G
1041,lib1,P1,G10,0.003014147,Negative,10,G
1042,lib1,P1,G11,-0.012912667,Variant,11,G
1043,lib1,P1,G12,0.036438918,Variant,12,G
1044,lib1,P1,H01,-0.010366299,Variant,1,H
1045,lib1,P1,H02,-0.026823636,Variant,2,H
1046,lib1,P1,H03,-0.007302884,Variant,3,H
1047,lib1,P1,H04,-0.006886658,Variant,4,H
1048,lib1,P1,H05,0.022563238,Variant,5,H
1049,lib1,P1,H06,-0.015602778,Variant,6,H
1050,lib1,P1,H07,0.002640844,Variant,7,H
1051,lib1,P1,H08,0.004862453,Variant,8,H
1052,lib1,P1,H09,-0.007480969,Variant,9,H
1053,lib1,P1,H10,-0.020083081,Negative,10,H
1054,lib1,P1,H11,0.249583587,Variant,11,H
1055,lib1,P1,H12,-0.031756918,Variant,12,H
1056,lib1,P2,A01,-0.000674372,Variant,1,A
1057,lib1,P2,A02,0.017367412,Variant,2,A
1058,lib1,P2,A03,0.009355252,Variant,3,A
